code,country,EIU21VA,EIU21PV,EIU21GE,EIU21RQ,EIU21RL,EIU21CC,EIU20VA,EIU20PV,EIU20GE,EIU20RQ,EIU20RL,EIU20CC,EIU19VA,EIU19PV,EIU19GE,EIU19RQ,EIU19RL,EIU19CC,EIU18VA,EIU18PV,EIU18GE,EIU18RQ,EIU18RL,EIU18CC,EIU17VA,EIU17PV,EIU17GE,EIU17RQ,EIU17RL,EIU17CC,EIU16VA,EIU16PV,EIU16GE,EIU16RQ,EIU16RL,EIU16CC,EIU15VA,EIU15PV,EIU15GE,EIU15RQ,EIU15RL,EIU15CC,EIU14VA,EIU14PV,EIU14GE,EIU14RQ,EIU14RL,EIU14CC,EIU13VA,EIU13PV,EIU13GE,EIU13RQ,EIU13RL,EIU13CC,EIU12VA,EIU12PV,EIU12GE,EIU12RQ,EIU12RL,EIU12CC,EIU11VA,EIU11PV,EIU11GE,EIU11RQ,EIU11RL,EIU11CC,EIU10VA,EIU10PV,EIU10GE,EIU10RQ,EIU10RL,EIU10CC,EIU09VA,EIU09PV,EIU09GE,EIU09RQ,EIU09RL,EIU09CC,EIU08VA,EIU08PV,EIU08GE,EIU08RQ,EIU08RL,EIU08CC,EIU07VA,EIU07PV,EIU07GE,EIU07RQ,EIU07RL,EIU07CC,EIU06VA,EIU06PV,EIU06GE,EIU06RQ,EIU06RL,EIU06CC,EIU05VA,EIU05PV,EIU05GE,EIU05RQ,EIU05RL,EIU05CC,EIU04VA,EIU04PV,EIU04GE,EIU04RQ,EIU04RL,EIU04CC,EIU03VA,EIU03PV,EIU03GE,EIU03RQ,EIU03RL,EIU03CC,EIU02VA,EIU02PV,EIU02GE,EIU02RQ,EIU02RL,EIU02CC,EIU00VA,EIU00PV,EIU00GE,EIU00RQ,EIU00RL,EIU00CC,EIU98VA,EIU98PV,EIU98GE,EIU98RQ,EIU98RL,EIU98CC,EIU96VA,EIU96PV,EIU96GE,EIU96RQ,EIU96RL,EIU96CC
GMB,"Gambia, The",0.439,0.650,0.000,0.350,0.438,0.500,0.443,0.650,0.000,0.350,0.438,0.500,0.435,0.600,0.000,0.350,0.438,0.500,0.434,0.600,0.000,0.350,0.438,0.250,0.422,0.600,0.000,0.350,0.438,0.250,0.208,0.500,0.000,0.350,0.375,0.250,0.211,0.500,0.000,0.350,0.375,0.250,0.246,0.500,0.000,0.350,0.344,0.250,0.259,0.500,0.000,0.400,0.344,0.250,0.228,0.550,0.125,0.450,0.344,0.250,0.232,0.550,0.000,0.450,0.375,0.250,0.232,0.550,0.000,0.450,0.375,0.250,0.272,0.600,0.000,0.450,0.375,0.250,0.366,0.400,0.000,0.500,0.438,0.250,0.376,0.450,0.125,0.500,0.438,0.250,0.376,0.500,0.125,0.500,0.438,0.250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GNB,Guinea-Bissau,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.263,..,..,..,..,..,0.263,..,..,..,..,..,0.198,..,..,..,..,..,0.198,..,..,..,..,..,0.198,..,..,..,..,..,0.193,..,..,..,..,..,0.193,..,..,..,..,..,0.126,..,..,..,..,..,0.143,..,..,..,..,..,0.199,#N/A,#N/A,#N/A,#N/A,#N/A,0.199,#N/A,#N/A,#N/A,#N/A,#N/A,0.199,..,..,..,..,..,0.199,..,..,..,..,..,0.200,..,..,..,..,..,0.200,..,..,..,..,..,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GNQ,Equatorial Guinea,0.096,0.400,0.000,0.150,0.313,0.000,0.096,0.450,0.000,0.150,0.313,0.000,0.096,0.450,0.125,0.150,0.313,0.000,0.096,0.450,0.000,0.150,0.281,0.000,0.091,0.450,0.000,0.150,0.281,0.000,0.085,0.450,0.000,0.150,0.281,0.000,0.089,0.450,0.000,0.150,0.313,0.000,0.083,0.450,0.000,0.150,0.313,0.000,0.089,0.450,0.000,0.150,0.313,0.000,0.092,0.450,0.000,0.150,0.313,0.000,0.089,0.450,0.000,0.150,0.313,0.000,0.092,0.550,0.000,0.150,0.313,0.000,0.110,0.550,0.000,0.150,0.313,0.000,0.110,0.500,0.000,0.150,0.344,0.000,0.105,0.500,0.000,0.125,0.297,0.000,0.105,0.500,0.000,0.100,0.250,0.000,0.000,0.150,0.000,0.100,0.125,0.000,0.000,0.300,0.000,0.100,0.125,0.000,0.000,0.300,0.000,0.100,0.125,0.000,0.000,0.300,0.000,0.100,0.125,0.000,0.000,0.300,0.000,0.100,0.125,0.000,0.000,0.300,0.000,0.100,0.125,0.000,0.000,0.300,0.000,0.100,0.125,0.000
GRC,Greece,0.722,0.700,0.500,0.750,0.594,0.250,0.713,0.650,0.500,0.750,0.594,0.250,0.715,0.700,0.375,0.750,0.594,0.250,0.708,0.700,0.375,0.750,0.594,0.250,0.708,0.600,0.375,0.750,0.594,0.250,0.705,0.600,0.375,0.750,0.594,0.250,0.685,0.550,0.375,0.750,0.625,0.250,0.685,0.700,0.375,0.750,0.688,0.250,0.695,0.550,0.375,0.750,0.656,0.250,0.695,0.550,0.375,0.750,0.656,0.250,0.758,0.600,0.375,0.750,0.656,0.250,0.771,0.600,0.375,0.750,0.656,0.250,0.782,0.700,0.500,0.750,0.688,0.500,0.782,0.850,0.500,0.800,0.750,0.500,0.782,0.850,0.500,0.800,0.750,0.500,0.782,0.850,0.500,0.800,0.750,0.500,0.750,0.850,0.500,0.800,0.750,0.500,0.750,0.850,0.500,0.800,0.750,0.500,0.750,0.850,0.500,0.800,0.750,0.500,0.750,0.800,0.500,0.800,0.750,0.500,0.688,0.700,0.625,0.800,0.781,0.750,0.750,0.600,0.625,0.800,0.750,0.750,0.688,0.600,0.750,0.800,0.813,0.500
GRD,Grenada,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GRL,Greenland,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,0.813,1.000,0.625,0.850,0.938,0.750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GTM,Guatemala,0.325,0.400,0.250,0.550,0.250,0.000,0.342,0.400,0.250,0.550,0.250,0.000,0.357,0.550,0.250,0.550,0.250,0.250,0.374,0.550,0.250,0.550,0.250,0.250,0.387,0.550,0.250,0.550,0.250,0.250,0.390,0.550,0.250,0.550,0.250,0.250,0.390,0.500,0.250,0.500,0.250,0.250,0.384,0.500,0.000,0.500,0.250,0.250,0.384,0.500,0.000,0.500,0.250,0.250,0.388,0.500,0.000,0.500,0.281,0.250,0.388,0.500,0.000,0.500,0.281,0.250,0.396,0.500,0.000,0.500,0.281,0.250,0.429,0.500,0.000,0.500,0.281,0.250,0.429,0.400,0.000,0.500,0.281,0.250,0.429,0.400,0.000,0.500,0.281,0.125,0.429,0.400,0.000,0.500,0.281,0.000,0.250,0.400,0.000,0.500,0.281,0.250,0.250,0.400,0.000,0.500,0.281,0.250,0.250,0.350,0.250,0.500,0.281,0.250,0.250,0.350,0.250,0.500,0.281,0.250,0.250,0.350,0.125,0.500,0.281,0.000,0.188,0.250,0.250,0.500,0.188,0.000,0.188,0.250,0.375,0.500,0.188,0.000
GUF,French Guiana,0.813,0.750,0.875,0.800,0.813,0.750,0.813,0.750,0.875,0.800,0.813,0.750,0.813,0.750,0.875,0.800,0.813,0.750,0.813,0.700,0.875,0.800,0.813,0.750,0.813,0.700,0.875,0.800,0.813,0.750,0.813,0.700,0.750,0.850,0.844,0.750,0.813,0.700,0.750,0.850,0.844,0.750,0.813,0.700,0.750,0.850,0.844,0.750,0.813,0.700,0.750,0.850,0.844,0.750,0.813,0.700,0.750,0.850,0.844,0.750,0.813,0.700,0.750,0.850,0.844,0.750,0.813,0.700,0.750,0.850,0.844,0.750,0.813,0.750,0.750,0.850,0.844,0.750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GUM,Guam,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GUY,Guyana,0.500,0.550,0.250,0.500,0.438,0.500,0.488,0.550,0.250,0.500,0.438,0.500,0.495,0.550,0.250,0.500,0.438,0.500,0.521,0.600,0.250,0.500,0.438,0.250,0.511,0.650,0.250,0.500,0.438,0.250,0.500,0.650,0.250,0.450,0.438,0.250,0.490,0.450,0.250,0.450,0.406,0.250,0.483,0.500,0.250,0.450,0.406,0.250,0.490,0.500,0.250,0.450,0.406,0.250,0.490,0.500,0.250,0.450,0.438,0.250,0.490,0.500,0.250,0.450,0.438,0.250,0.490,0.550,0.250,0.450,0.438,0.250,0.494,0.550,0.250,0.450,0.438,0.250,0.525,0.550,0.250,0.500,0.438,0.250,0.526,0.500,0.375,0.500,0.469,0.250,0.526,0.400,0.375,0.500,0.469,0.250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GZS,Gaza Strip,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HKG,"Hong Kong SAR, China",0.624,0.600,1.000,0.850,0.875,1.000,0.622,0.550,1.000,0.850,0.906,1.000,0.645,0.450,1.000,0.850,0.906,1.000,0.683,0.600,1.000,0.900,0.938,1.000,0.691,0.700,1.000,0.900,0.938,0.750,0.696,0.700,1.000,0.900,0.938,0.750,0.700,0.700,1.000,0.900,0.875,0.750,0.698,0.700,1.000,0.900,0.844,0.750,0.665,0.750,1.000,0.900,0.844,0.750,0.665,0.700,1.000,0.900,0.844,0.750,0.640,0.700,0.875,0.900,0.844,1.000,0.640,0.650,0.875,0.900,0.844,1.000,0.636,0.650,0.875,0.900,0.844,1.000,0.636,0.650,0.875,0.900,0.844,1.000,0.645,0.650,0.875,0.900,0.844,1.000,0.645,0.650,0.875,0.900,0.844,1.000,0.688,0.700,0.875,0.900,0.844,1.000,0.688,0.700,0.875,0.900,0.844,1.000,0.688,0.600,0.875,0.900,0.844,1.000,0.625,0.600,0.875,0.900,0.813,1.000,0.438,0.700,0.625,0.900,0.563,0.750,0.500,0.600,0.625,0.900,0.656,0.750,0.438,0.500,0.625,0.900,0.531,0.750
HND,Honduras,0.380,0.350,0.250,0.600,0.281,0.250,0.393,0.450,0.250,0.600,0.281,0.250,0.396,0.450,0.250,0.600,0.281,0.250,0.407,0.500,0.250,0.600,0.281,0.250,0.380,0.500,0.375,0.600,0.281,0.250,0.359,0.550,0.125,0.500,0.250,0.250,0.355,0.550,0.000,0.500,0.250,0.250,0.355,0.500,0.000,0.500,0.219,0.000,0.355,0.500,0.000,0.500,0.219,0.000,0.355,0.500,0.000,0.500,0.219,0.000,0.355,0.500,0.000,0.500,0.219,0.000,0.351,0.500,0.000,0.500,0.219,0.000,0.372,0.450,0.000,0.500,0.219,0.000,0.372,0.400,0.000,0.500,0.219,0.000,0.375,0.400,0.000,0.500,0.219,0.000,0.375,0.400,0.000,0.500,0.219,0.000,0.125,0.400,0.000,0.500,0.219,0.000,0.125,0.400,0.000,0.500,0.281,0.000,0.125,0.400,0.000,0.500,0.281,0.000,0.125,0.400,0.000,0.500,0.281,0.000,0.125,0.450,0.125,0.500,0.250,0.000,0.125,0.500,0.125,0.500,0.188,0.000,0.125,0.400,0.125,0.500,0.188,0.000
HRV,Croatia,0.638,0.700,0.500,0.500,0.594,0.500,0.638,0.650,0.375,0.500,0.594,0.750,0.610,0.750,0.375,0.700,0.625,0.500,0.610,0.750,0.375,0.700,0.625,0.500,0.613,0.750,0.375,0.700,0.625,0.500,0.619,0.750,0.375,0.700,0.594,0.500,0.628,0.700,0.375,0.500,0.531,0.500,0.628,0.700,0.375,0.500,0.531,0.500,0.628,0.650,0.375,0.500,0.531,0.500,0.628,0.650,0.375,0.500,0.531,0.500,0.618,0.650,0.375,0.500,0.531,0.500,0.622,0.700,0.375,0.500,0.531,0.500,0.633,0.650,0.375,0.500,0.531,0.500,0.633,0.650,0.375,0.500,0.563,0.500,0.633,0.650,0.375,0.500,0.563,0.500,0.633,0.650,0.375,0.500,0.563,0.500,0.563,0.600,0.375,0.500,0.563,0.500,0.563,0.650,0.375,0.500,0.563,0.500,0.625,0.650,0.375,0.500,0.563,0.500,0.563,0.650,0.375,0.500,0.438,0.500,0.500,0.450,0.375,0.450,0.500,0.250,0.313,0.450,0.375,0.450,0.313,0.000,0.313,0.350,0.375,0.450,0.250,0.000
HTI,Haiti,0.237,0.250,0.000,0.450,0.250,0.000,0.305,0.350,0.000,0.450,0.313,0.000,0.322,0.350,0.000,0.450,0.406,0.000,0.339,0.400,0.000,0.450,0.375,0.000,0.295,0.400,0.000,0.450,0.375,0.000,0.295,0.400,0.000,0.450,0.375,0.000,0.291,0.400,0.000,0.500,0.375,0.000,0.285,0.400,0.000,0.500,0.344,0.000,0.291,0.400,0.000,0.450,0.281,0.000,0.292,0.400,0.000,0.500,0.281,0.000,0.294,0.250,0.000,0.500,0.250,0.000,0.294,0.300,0.000,0.500,0.250,0.000,0.366,0.350,0.125,0.650,0.281,0.000,0.366,0.300,0.125,0.650,0.281,0.000,0.335,0.300,0.125,0.700,0.219,0.000,0.335,0.300,0.125,0.700,0.188,0.000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HUN,Hungary,0.669,0.750,0.625,0.650,0.688,0.500,0.672,0.750,0.625,0.700,0.688,0.500,0.675,0.750,0.625,0.700,0.688,0.500,0.707,0.750,0.500,0.750,0.750,0.500,0.707,0.750,0.500,0.750,0.750,0.500,0.711,0.750,0.500,0.800,0.750,0.500,0.748,0.750,0.500,0.800,0.719,0.500,0.751,0.750,0.500,0.800,0.719,0.500,0.754,0.750,0.500,0.800,0.719,0.500,0.754,0.750,0.500,0.800,0.719,0.500,0.758,0.750,0.500,0.800,0.719,0.500,0.767,0.750,0.500,0.800,0.719,0.500,0.778,0.750,0.500,0.850,0.719,0.500,0.778,0.750,0.500,0.850,0.719,0.500,0.783,0.800,0.500,0.850,0.734,0.500,0.783,0.850,0.500,0.850,0.750,0.500,0.813,0.850,0.500,0.850,0.750,0.500,0.813,0.850,0.500,0.850,0.750,0.500,0.813,0.850,0.500,0.850,0.750,0.500,0.813,0.850,0.500,0.850,0.750,0.500,0.688,0.750,0.500,0.600,0.750,0.500,0.625,0.800,0.500,0.650,0.750,0.500,0.688,0.750,0.500,0.650,0.813,0.500
IDN,Indonesia,0.586,0.600,0.375,0.550,0.406,0.250,0.565,0.550,0.375,0.500,0.375,0.250,0.574,0.550,0.375,0.500,0.375,0.250,0.570,0.600,0.375,0.450,0.375,0.250,0.570,0.600,0.375,0.500,0.375,0.250,0.599,0.600,0.250,0.500,0.375,0.250,0.602,0.600,0.250,0.500,0.375,0.250,0.566,0.650,0.375,0.550,0.344,0.000,0.529,0.600,0.250,0.500,0.313,0.000,0.526,0.650,0.250,0.550,0.281,0.000,0.514,0.650,0.250,0.550,0.281,0.000,0.514,0.600,0.250,0.550,0.281,0.000,0.505,0.600,0.250,0.550,0.281,0.000,0.505,0.550,0.250,0.550,0.281,0.000,0.508,0.550,0.250,0.550,0.281,0.000,0.508,0.450,0.250,0.550,0.281,0.000,0.313,0.400,0.125,0.500,0.281,0.000,0.313,0.250,0.125,0.450,0.281,0.000,0.313,0.100,0.125,0.450,0.281,0.000,0.188,0.250,0.125,0.450,0.313,0.000,0.313,0.150,0.250,0.600,0.344,0.000,0.250,0.250,0.125,0.600,0.344,0.000,0.375,0.350,0.500,0.600,0.406,0.250
IMY,Isle of Man,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IND,India,0.533,0.550,0.500,0.400,0.469,0.250,0.581,0.550,0.500,0.400,0.500,0.250,0.595,0.650,0.375,0.400,0.469,0.250,0.612,0.650,0.500,0.400,0.469,0.250,0.612,0.650,0.375,0.400,0.500,0.250,0.641,0.600,0.375,0.350,0.469,0.250,0.637,0.600,0.375,0.300,0.438,0.250,0.646,0.600,0.250,0.300,0.406,0.250,0.635,0.550,0.250,0.300,0.406,0.250,0.626,0.550,0.250,0.250,0.406,0.250,0.615,0.550,0.250,0.250,0.406,0.250,0.614,0.550,0.250,0.250,0.406,0.250,0.640,0.550,0.250,0.250,0.406,0.250,0.640,0.600,0.250,0.250,0.406,0.250,0.650,0.550,0.250,0.250,0.406,0.250,0.634,0.500,0.250,0.250,0.406,0.250,0.500,0.500,0.250,0.250,0.406,0.250,0.500,0.350,0.250,0.250,0.406,0.250,0.500,0.300,0.250,0.250,0.406,0.250,0.500,0.350,0.250,0.300,0.406,0.250,0.313,0.650,0.250,0.500,0.625,0.250,0.313,0.750,0.250,0.450,0.594,0.250,0.313,0.800,0.250,0.400,0.563,0.250
IRL,Ireland,0.825,0.750,0.875,0.800,0.875,0.750,0.828,0.750,0.875,0.800,0.875,0.750,0.837,0.750,0.750,0.800,0.875,0.750,0.833,0.750,0.750,0.800,0.875,0.750,0.833,0.750,0.625,0.800,0.875,0.750,0.833,0.750,0.625,0.800,0.875,0.750,0.818,0.800,0.625,0.800,0.906,0.750,0.811,0.750,0.625,0.800,0.906,0.750,0.809,0.750,0.625,0.800,0.938,0.750,0.803,0.750,0.625,0.800,0.938,0.750,0.803,0.750,0.625,0.800,0.938,0.750,0.815,0.750,0.625,0.800,0.938,1.000,0.826,0.750,0.625,0.800,0.938,1.000,0.857,0.850,0.750,0.800,0.938,1.000,0.857,0.875,0.750,0.800,0.938,1.000,0.857,0.900,0.750,0.800,0.938,1.000,0.938,1.000,1.000,0.800,0.906,1.000,0.813,1.000,0.750,0.800,0.906,0.750,0.688,0.950,0.875,0.850,0.906,1.000,0.625,0.950,0.875,0.850,0.906,0.750,0.625,0.950,0.875,0.850,0.906,0.750,0.625,0.950,0.875,0.800,0.906,0.750,0.688,0.950,0.875,0.850,0.875,0.750
IRN,"Iran, Islamic Rep.",0.160,0.200,0.250,0.250,0.281,0.000,0.173,0.200,0.250,0.250,0.313,0.000,0.213,0.200,0.250,0.250,0.313,0.000,0.216,0.250,0.250,0.250,0.313,0.000,0.216,0.400,0.250,0.300,0.313,0.000,0.211,0.450,0.250,0.250,0.313,0.250,0.171,0.350,0.250,0.250,0.313,0.250,0.162,0.300,0.125,0.250,0.281,0.250,0.162,0.350,0.125,0.250,0.281,0.250,0.162,0.350,0.250,0.300,0.281,0.000,0.162,0.300,0.250,0.250,0.281,0.000,0.160,0.300,0.250,0.250,0.281,0.000,0.204,0.300,0.250,0.200,0.281,0.250,0.204,0.350,0.250,0.200,0.281,0.250,0.209,0.250,0.250,0.200,0.281,0.250,0.209,0.200,0.250,0.200,0.281,0.250,0.125,0.250,0.250,0.200,0.281,0.250,0.125,0.250,0.250,0.200,0.313,0.250,0.125,0.200,0.250,0.200,0.313,0.250,0.188,0.400,0.250,0.200,0.313,0.250,0.125,0.450,0.250,0.100,0.344,0.000,0.188,0.400,0.250,0.100,0.250,0.000,0.125,0.500,0.125,0.100,0.156,0.000
